category,joined,brand,product,shade,shade_description,shade_description_original,img_url,discontinued,clean,bipoc-founded,skin_tones_1,skin_tones_2,undertones_1,finish_1,finish_2,finish_3,descriptor_1,descriptor_2,intensity_1,intensity_2,intensity_3,muted_1,muted_2,shimmer_1,shimmer_2,shimmer_3,adaptive
lipgloss,lawless lip shine lip gloss velvet,lawless,lip shine lip gloss,velvet,rose mauve,rosy mauve with a cream finish,https://www.sephora.com/productimages/sku/s2297760-main-zoom.jpg?imwidth=1224,,,,,,,cream,,,,,,,,,,,,,
lipgloss,lily lolo lip gloss damson dusk,lily lolo,lip gloss,damson dusk,pink mauve,deep dusky pink mauve,,,,,,,,,,,,,deep,,,dusky,,,,,
lipgloss,lime crime diamond crusher lip topper fluke,lime crime,diamond crusher lip topper,fluke,mauve,chill mauve,"https://images.ulta.com/is/image/Ulta/2520524?id=C7laV1&fmt=jpg&fit=constrain,1&wid=140&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,chill,,,,,,,,,,
lipgloss,lime crime wet cherry lip gloss sweet cherry,lime crime,wet cherry lip gloss,sweet cherry,mauve,soft mauve-juicy sheer,"https://images.ulta.com/is/image/Ulta/2531341?id=gf2aK1&fmt=jpg&fit=constrain,1&wid=195&hei=360&op_sharpen=1&resMode=bilin",,,,,,,sheer,,,juicy,,soft,,,,,,,,
lipgloss,lipstick queen reign & shine lip gloss mistress of mauve,lipstick queen,reign & shine lip gloss,mistress of mauve,mauve,"soft, subdued mauve w/ neutral undertones","https://images.ulta.com/is/image/Ulta/2526543?id=Hkham0&fmt=jpg&fit=constrain,1&wid=135&hei=359&op_sharpen=1&resMode=bilin",,,,,,neutral,,,,,,soft,,,subdued,,,,,
lipgloss,live tinted huegloss high-shine lip gloss grace,live tinted,huegloss high-shine lip gloss,grace,mauve,muave,,,TRUE,TRUE,,,,,,,,,,,,,,,,,
lipgloss,mac cosmetics dazzleglass money honey,mac cosmetics,dazzleglass,money honey,rose mauve,mid tone rosy mauve w/ red pearl,"https://images.ulta.com/is/image/Ulta/2515620?id=gqIaM2&fmt=jpg&fit=constrain,1&wid=141&hei=361&op_sharpen=1&resMode=bilin",,,,,,,pearl,,,,,midtone,,,,,,,,
lipgloss,mac cosmetics patent paint lip lacquer lacquered up,mac cosmetics,patent paint lip lacquer,lacquered up,rose mauve,deep rosey mauve,"https://images.ulta.com/is/image/Ulta/2556850_prod_altimg_1?id=t83b61&fmt=jpg&fit=constrain,1&wid=158&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,,,deep,,,,,,,,
lipgloss,makeup by mario moistureglow plumping lip color smokey pink,makeup by mario,moistureglow plumping lip color,smokey pink,mauve,true mauve,,,,,,,,,,,true,,,,,,,,,,
lipgloss,makeup by mario moistureglow plumping lip serum mauve glow,makeup by mario,moistureglow plumping lip serum,mauve glow,mauve,light mauve,,,,,,,,,,,,,light,,,,,,,,
lipgloss,makeup by mario moistureglow plumping lip serum petal glow,makeup by mario,moistureglow plumping lip serum,petal glow,pink mauve,pinky mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,makeup by mario moistureglow plumping lip serum rosewood glow,makeup by mario,moistureglow plumping lip serum,rosewood glow,mauve,true mauve,,,,,,,,,,,true,,,,,,,,,,
lipgloss,makeup revolution lip vinyl dollhouse,makeup revolution,lip vinyl,dollhouse,mauve,deep mauve,"https://images.ulta.com/is/image/Ulta/2554320sm?$md$&id=q7NaV1&fmt=jpg&fit=constrain,1&wid=260&hei=248&op_sharpen=1&resMode=bilin",,,,,,,,,,,,deep,,,,,,,,
lipgloss,makeup revolution pout bomb plumping gloss sauce,makeup revolution,pout bomb plumping gloss,sauce,mauve,medium mauve,"https://images.ulta.com/is/image/Ulta/2553699sm?$md$&id=lDcb80&fmt=jpg&fit=constrain,1&wid=260&hei=257&op_sharpen=1&resMode=bilin",,,,,,,,,,,,medium,,,,,,,,
lipgloss,marc jacobs beauty enamored hi-shine lip lacquer lipgloss 310 taboo,marc jacobs beauty,enamored hi-shine lip lacquer lipgloss,310 taboo,mauve,sheer mauve shimmer,https://www.sephora.com/productimages/sku/s1687300-main-zoom.jpg?imwidth=1224,,,,,,,sheer,shimmer,,,,,,,,,,,,
lipgloss,marc jacobs beauty enamored hi-shine lip lacquer lipgloss 320 love drunk,marc jacobs beauty,enamored hi-shine lip lacquer lipgloss,320 love drunk,mauve,mauve-gold shimmer,https://www.sephora.com/productimages/sku/s1687458-main-zoom.jpg?imwidth=1224,,,,,,,shimmer,,,,,,,,,,gold shimmer,,,
lipgloss,maybelline lifter gloss with hyaluronic acid 4 silk,maybelline,lifter gloss with hyaluronic acid,4 silk,mauve,warm mauve with gold pearl,,,,,,,warm,pearl,,,,,,,,,,,,,
lipgloss,maybelline lifter plump lip plumping gloss mauve bite,maybelline,lifter plump lip plumping gloss,mauve bite,mauve,sheer mauve shimmer,https://media.ulta.com/i/ulta/2617364?w=720&h=720&fmt=webp,,,,,,,sheer,shimmer,,,,,,,,,,,,
lipgloss,milk makeup electric glossy lip plumper lola,milk makeup,electric glossy lip plumper,lola,mauve,mauve,https://www.sephora.com/productimages/sku/s2427938-main-zoom.jpg?imwidth=1224,,,TRUE,,,,,,,,,,,,,,,,,
lipgloss,milk makeup kush hydrating sheer lip oil dream machine,milk makeup,kush hydrating sheer lip oil,dream machine,mauve,guava with a sheer mauve tint,,,TRUE,TRUE,,,,sheer,tint,,,,,,,,,,,,
lipgloss,morphe x madison beer lip gloss mercury,morphe,x madison beer lip gloss,mercury,mauve,cool mauve,,,,,,,cool,,,,,,,,,,,,,,
lipgloss,nars afterglow lip shine gloss unbroken,nars,afterglow lip shine gloss,unbroken,mauve,shimmering mauve,,,,,,,,shimmering,,,,,,,,,,,,,
lipgloss,nars lip gloss belize,nars,lip gloss,belize,pink mauve,pink mauve with flecks of gold,,,,,,,,,,,,,,,,,,,,,
lipgloss,nars lip gloss mythic red,nars,lip gloss,mythic red,blush mauve,soft blushing mauve,"https://images.ulta.com/is/image/Ulta/2540897_prod_altimg_1?id=YPTaQ1&fmt=jpg&fit=constrain,1&wid=260&hei=254&op_sharpen=1&resMode=bilin",,,,,,,,,,blushing,,soft,,,,,,,,
lipgloss,nars lip gloss supervixen,nars,lip gloss,supervixen,mauve,sheer sparkling mauve,,,,,,,,sheer,sparkling,,,,,,,,,,,,
lipgloss,nars oil-infused lip tint reef,nars,oil-infused lip tint,reef,mauve,sheer mauve shimmer,https://www.sephora.com/productimages/sku/s2337582-main-zoom.jpg?imwidth=1000,,,,,,,sheer,shimmer,,,,,,,,,,,,
lipgloss,nars velvet lip glide xenon,nars,velvet lip glide,xenon,mauve,dusty mauve,,,,,,,,,,,,,,,,dusty,,,,,
lipgloss,nude envie lip gloss fearless,nude envie,lip gloss,fearless,mauve,mauve,https://nudeenvie.com/cdn/shop/files/Fearlesslipglosswithaward_590x.png?v=1698871984,,,,,,,,,,,,,,,,,,,,
lipgloss,nyx professional makeup butter gloss non-sticky lip gloss angel food cake,nyx professional makeup,butter gloss non-sticky lip gloss,angel food cake,mauve,true mauve,"https://images.ulta.com/is/image/Ulta/2268532?id=g4naS2&fmt=jpg&fit=constrain,1&wid=158&hei=361&op_sharpen=1&resMode=bilin",,,TRUE,,,,,,,true,,,,,,,,,,
lipgloss,nyx professional makeup butter gloss non-sticky lip gloss cinnamon roll,nyx professional makeup,butter gloss non-sticky lip gloss,cinnamon roll,nude mauve,dusty nude mauve,"https://images.ulta.com/is/image/Ulta/2557193?id=ac6b51&fmt=jpg&fit=constrain,1&wid=157&hei=361&op_sharpen=1&resMode=bilin",,,TRUE,,,,,,,,,,,,dusty,,,,,
lipgloss,nyx professional makeup butter gloss non-sticky lip gloss spiked toffee,nyx professional makeup,butter gloss non-sticky lip gloss,spiked toffee,brown mauve,brown mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipgloss,nyx professional makeup butter gloss non-sticky lip gloss vanilla cream pie,nyx professional makeup,butter gloss non-sticky lip gloss,vanilla cream pie,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2254808?id=HYiaH1&fmt=jpg&fit=constrain,1&wid=158&hei=361&op_sharpen=1&resMode=bilin",,,TRUE,,,,,,,,,,,,,,,,,
lipgloss,nyx professional makeup slip tease lip lacquer motel dreams,nyx professional makeup,slip tease lip lacquer,motel dreams,mauve,muted mauve,"https://images.ulta.com/is/image/Ulta/2530274?id=-DEaa1&fmt=jpg&fit=constrain,1&wid=148&hei=360&op_sharpen=1&resMode=bilin",,,TRUE,,,,,,,,,,,,muted,,,,,
lipgloss,nyx professional makeup this is milky gloss milkshakes vegan lip gloss cherry skimmed,nyx professional makeup,this is milky gloss milkshakes vegan lip gloss,cherry skimmed,pink mauve,dusty pink mauve,"https://images.ulta.com/is/image/Ulta/2578940?id=NcrbE1&fmt=jpg&fit=constrain,1&wid=167&hei=360&op_sharpen=1&resMode=bilin",,,TRUE,,,,,,,,,,,,dusty,,,,,
lipgloss,ofra cosmetics flexi stick shaken,ofra cosmetics,flexi stick,shaken,berry mauve,berry mauve,https://images.ctfassets.net/jfmoo9v2wmty/9weq4OF4g59zTT7SkQZr4/d47ecc36cf737bcb75e766258a8d03d4/Shaken-Flexi-Slick-Alt-swatch.png?w=500&fm=webp,,,,,,,,,,,,,,,,,,,,
lipgloss,ofra cosmetics flexi stick slip,ofra cosmetics,flexi stick,slip,nude mauve,nude mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,persona season one lip gloss shortcake,persona,season one lip gloss,shortcake,mauve,sheer mauve,"https://images.ulta.com/is/image/Ulta/2564266?id=IfNah1&fmt=jpg&fit=constrain,1&wid=170&hei=360&op_sharpen=1&resMode=bilin",,,,,,,sheer,,,,,,,,,,,,,
lipgloss,pley beauty lust + found glossy lip lacquer lupe,pley beauty,lust + found glossy lip lacquer,lupe,mauve,mauve metallic,,,,,,,,metallic,,,,,,,,,,,,,
lipgloss,rare beauty by selena gomez soft pinch tinted lip oil hope,rare beauty by selena gomez,soft pinch tinted lip oil,hope,nude mauve,nude mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipgloss,rare beauty by selena gomez soft pinch tinted lip oil wonder,rare beauty by selena gomez,soft pinch tinted lip oil,wonder,rose mauve,rose mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipgloss,rare beauty by selena gomez stay vulnerable glossy lip balm nearly mauve,rare beauty by selena gomez,stay vulnerable glossy lip balm,nearly mauve,mauve,soft mauve,https://www.sephora.com/productimages/sku/s2418606-main-zoom.jpg?imwidth=1000,,,TRUE,,,,,,,,,soft,,,,,,,,
lipgloss,rms beauty liplights cream lip gloss rumor,rms beauty,liplights cream lip gloss,rumor,mauve,a dusty mauve,,,TRUE,,,,,,,,,,,,,dusty,,,,,
lipgloss,saie glossybounce high-shine hydrating lip gloss oil bounce,saie,glossybounce high-shine hydrating lip gloss oil,bounce,mauve,mauve,,,TRUE,,,,,,,,,,,,,,,,,,
lipgloss,saint cosmetics amplified lip lacquer overnight sensation,saint cosmetics,amplified lip lacquer,overnight sensation,mauve,creamy dark mauve,,,,,,,,creamy,,,,,dark,,,,,,,,
lipgloss,sephora collection glossed lip gloss 20 witty,sephora collection,glossed lip gloss,20 witty,mauve,shimmering mauve,https://www.sephora.com/productimages/sku/s2256121-main-zoom.jpg?imwidth=1224,,,,,,,shimmering,,,,,,,,,,,,,
lipgloss,sephora collection glossed lip gloss 95 booked,sephora collection,glossed lip gloss,95 booked,mauve,mauve,https://www.sephora.com/productimages/sku/s2256329-main-zoom.jpg?imwidth=1224,,,,,,,,,,,,,,,,,,,,
lipgloss,sigma beauty re lip oil all heart,sigma beauty,re lip oil,all heart,berry mauve,berry mauve sheen,https://sigmabeauty.com/cdn/shop/files/1080_2024_PDPs_Lip_Oil_All-Heart_282.jpg?v=1705615599&width=1000,,,,,,,sheen,,,,,,,,,,,,,
lipgloss,smashbox gloss angeles lip gloss obvi mauvey,smashbox,gloss angeles lip gloss,obvi mauvey,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2539059?id=Y5sak0&fmt=jpg&fit=constrain,1&wid=168&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipgloss,stila beauty boss lip gloss win-win,stila,beauty boss lip gloss,win-win,mauve,soft mauve no shimmer,"https://images.ulta.com/is/image/Ulta/2544421?id=s2Uaj0&fmt=jpg&fit=constrain,1&wid=154&hei=361&op_sharpen=1&resMode=bilin",,,,,,,,,,,,soft,,,,,,,,
lipgloss,stila plumping high-shine lip glaze pieta,stila,plumping high-shine lip glaze,pieta,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,stila plumping lip glaze pieta,stila,plumping lip glaze,pieta,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2568593?id=xOCa-3&fmt=jpg&fit=constrain,1&wid=124&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipgloss,summer fridays dream lip oil for moisturizing sheer coverage soft mauve,summer fridays,dream lip oil for moisturizing sheer coverage,soft mauve,mauve,sheer cool mauve,https://www.sephora.com/productimages/sku/s2744712-av-3-zoom.jpg?imwidth=1224,,TRUE,,,,cool,sheer,,,,,,,,,,,,,
lipgloss,tarte double duty beauty busy gal gloss coffee break,tarte,double duty beauty busy gal gloss,coffee break,rose mauve,rosy mauve w/ pink glitter,"https://images.ulta.com/is/image/Ulta/2547931sm?$md$&id=W6Man0&fmt=jpg&fit=constrain,1&wid=260&hei=228&op_sharpen=1&resMode=bilin",,,,,,,glitter,,,,,,,,,,pink glitter,,,
lipgloss,tarte double duty beauty busy gal gloss do it all,tarte,double duty beauty busy gal gloss,do it all,mauve,metallic mauve,"https://images.ulta.com/is/image/Ulta/2547938?id=00rbQ2&fmt=jpg&fit=constrain,1&wid=115&hei=360&op_sharpen=1&resMode=bilin",,,,,,,metallic,,,,,,,,,,,,,
lipgloss,tarte maracuja juicy lip orchid,tarte,maracuja juicy lip,orchid,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2566175?id=r-ab52&fmt=jpg&fit=constrain,1&wid=141&hei=361&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipgloss,tarte tarteist glossy lip paint double tap,tarte,tarteist glossy lip paint,double tap,mauve,cool mauve,https://www.sephora.com/productimages/sku/s1787209-main-zoom.jpg?imwidth=1224,,,,,,cool,,,,,,,,,,,,,,
lipgloss,tarte tarteist glossy lip paint snap,tarte,tarteist glossy lip paint,snap,nude mauve,nude mauve,https://www.sephora.com/productimages/sku/s1787167-main-zoom.jpg?imwidth=1224,,,,,,,,,,,,,,,,,,,,
lipgloss,thrive causemetics sheer strength lip-plumping peptide gloss jo,thrive causemetics,sheer strength lip-plumping peptide gloss,jo,pink mauve,pink mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,tok beauty lip tonic inspire,tok beauty,lip tonic,inspire,mauve,soft mauve,,,TRUE,,,,,,,,,,soft,,,,,,,,
lipgloss,tom ford gloss luxe lip gloss 04 exquise,tom ford,gloss luxe lip gloss,04 exquise,mauve,neutral mauve,https://www.sephora.com/productimages/sku/s2259695-main-zoom.jpg?imwidth=1224,,,,,,neutral,,,,,,,,,,,,,,
lipgloss,too faced lip injection power plumping lip gloss hot love,too faced,lip injection power plumping lip gloss,hot love,mauve,deep mauve w sparkle,https://www.sephora.com/productimages/sku/s2411106-main-zoom.jpg?imwidth=1000,,,,,,,sparkle,,,,,deep,,,,,,,,
lipgloss,too faced lip injection power plumping lip gloss paid off,too faced,lip injection power plumping lip gloss,paid off,mauve,mauve w sparkle,https://www.sephora.com/productimages/sku/s2411015-main-zoom.jpg?imwidth=1000,,,,,,,sparkle,,,,,,,,,,,,,
lipgloss,too faced lip injection power plumping lip gloss wanna play?,too faced,lip injection power plumping lip gloss,wanna play?,mauve,warm rustic mauve,https://www.sephora.com/productimages/sku/s2411072-main-zoom.jpg?imwidth=1000,,,,,,warm,,,,rustic,,,,,,,,,,
lipgloss,tower 28 beauty shineon lip jelly non-stick gloss sesame,tower 28 beauty,shineon lip jelly non-stick gloss,sesame,mauve,semi-sheer milky mauve,https://cdn.shopify.com/s/files/1/2926/6108/files/ShineOn_20Sesame.png?v=1715661380,,,TRUE,,,,semi-sheer,milky,,,,,,,,,,,,
lipgloss,trish mcevoy ultra-wear lip gloss berry,trish mcevoy,ultra-wear lip gloss,berry,pink mauve,shimmering pink mauve,,,,,,,,shimmering,,,,,,,,,,,,,
lipgloss,u beauty the plasma lip compound tinted lady,u beauty,the plasma lip compound tinted,lady,nude mauve,warm nude mauve,,,,TRUE,,,warm,,,,,,,,,,,,,,
lipgloss,ulta lasting color lip gloss stain monarchy,ulta,lasting color lip gloss stain,monarchy,mauve,medium mauve,"https://images.ulta.com/is/image/Ulta/2304144sm?$md$&id=bp_at3&fmt=jpg&fit=constrain,1&wid=260&hei=352&op_sharpen=1&resMode=bilin",,,,,,,,,,,,medium,,,,,,,,
lipgloss,ulta lasting color lip gloss stain regal,ulta,lasting color lip gloss stain,regal,nude mauve,dusty nude mauve,"https://images.ulta.com/is/image/Ulta/2535103?id=ye7bt1&fmt=jpg&fit=constrain,1&wid=76&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,dusty,,,,,
lipgloss,ulta shiny sheer lip gloss cupid,ulta,shiny sheer lip gloss,cupid,mauve,deep mauve w/ shimmer and glitter,"https://images.ulta.com/is/image/Ulta/2511385?id=o1jb_2&fmt=jpg&fit=constrain,1&wid=114&hei=359&op_sharpen=1&resMode=bilin",,,,,,,shimmer,glitter,,,,deep,,,,,,,,
lipgloss,ulta shiny sheer lip gloss mauve,ulta,shiny sheer lip gloss,mauve,mauve,sheer muted mauve,"https://images.ulta.com/is/image/Ulta/2289126?id=k18b41&fmt=jpg&fit=constrain,1&wid=114&hei=360&op_sharpen=1&resMode=bilin",,,,,,,sheer,,,,,,,,muted,,,,,
lipgloss,ulta shiny sheer lip gloss velvet mauve,ulta,shiny sheer lip gloss,velvet mauve,mauve,true mauve,,,,,,,,,,,true,,,,,,,,,,
lipgloss,ulta tinted juice infused lip oil made for mauve,ulta,tinted juice infused lip oil,made for mauve,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2550890sm?$md$&id=YWDbE2&fmt=jpg&fit=constrain,1&wid=260&hei=194&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipgloss,vasanti cosmetics power oils lip gloss ace,vasanti cosmetics,power oils lip gloss,ace,mauve,natural mauve,,,,TRUE,,,,,,,natural,,,,,,,,,,
lipgloss,vasanti cosmetics power oils lip gloss exec,vasanti cosmetics,power oils lip gloss,exec,rose mauve,natural rose mauve,,,,TRUE,,,,,,,natural,,,,,,,,,,
lipgloss,vasanti cosmetics power oils lip gloss rani,vasanti cosmetics,power oils lip gloss,rani,rose mauve,vibrant rose mauve,,,,TRUE,,,,,,,,,vibrant,,,,,,,,
lipgloss,vasanti cosmetics power oils lip gloss super mom,vasanti cosmetics,power oils lip gloss,super mom,nude taupe mauve,nude taupe mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipgloss,wayne goss the high shine gloss petunia,wayne goss,the high shine gloss,petunia,nude mauve,deep nude mauve,https://dy6g3i6a1660s.cloudfront.net/m2bBOGBPRw2gP0wSk4W1TAR-BH4/zb_p.jpg,,,,,,,,,,,,deep,,,,,,,,
lipgloss,youngblood mineral cosmetics lipgloss poetic,youngblood mineral cosmetics,lipgloss,poetic,purple mauve,purple mauve,,,,,,,,,,,,,,,,,,,,,
lipgloss,youthforia dewy gloss hydrating and nourishing lip gloss 3 am,youthforia,dewy gloss hydrating and nourishing lip gloss,3 am,mauve,opaque mauve,,,TRUE,TRUE,,,,opaque,,,,,,,,,,,,,
